SN,Trial,vstmLoad,Targ,Flnk,Congruency,Resp,RT,vstmCond,vstmResp,vstmRT
17,3,2,1,2,0,1,0.9955,1,1,0.9153
17,4,1,2,1,0,2,1.1326,1,1,0.9884
17,5,2,2,1,0,2,0.8791,1,2,1.3109
17,6,2,2,2,1,2,0.856,2,2,1.0957
17,7,1,1,1,1,1,0.7526,1,1,0.8003
17,8,1,1,1,1,1,0.8794,2,2,0.9911
17,9,2,2,2,1,2,0.6348,1,1,0.8105
17,10,2,1,2,0,1,0.6335,1,1,0.6813
17,11,1,2,1,0,2,0.8662,1,1,0.722
17,12,2,1,1,1,1,1.1276,1,2,0.8554
17,13,2,1,1,1,1,0.8593,1,1,0.7151
17,14,1,1,1,1,1,0.6322,2,2,0.808
17,15,2,1,1,1,1,0.631,1,1,0.8708
17,16,1,2,1,0,1,0.7512,2,2,0.5984
17,17,1,2,1,0,2,0.6971,2,2,1.0009
17,18,2,2,2,1,2,0.6879,2,2,1.9517
17,19,2,1,2,0,1,0.8136,1,1,0.7334
17,20,1,1,1,1,1,0.691,1,1,0.8027
17,21,1,1,2,0,1,0.6427,2,2,0.7545
17,22,1,2,1,0,2,0.7408,2,2,0.7245
17,23,1,1,1,1,1,0.6181,2,2,0.8579
17,24,2,2,2,1,2,0.8663,1,1,0.9781
17,25,2,2,2,1,2,0.7291,2,1,0.8408
17,26,2,2,1,0,2,0.7285,2,1,0.7123
17,27,2,2,2,1,2,0.8574,2,1,0.8412
17,28,2,1,1,1,1,0.7929,2,2,0.7767
17,29,1,2,2,1,2,0.7512,1,1,0.671
17,30,2,2,1,0,2,0.5881,1,1,0.6999
17,31,1,2,2,1,2,0.6928,2,2,0.6126
17,32,2,1,2,0,1,0.7518,2,2,0.8636
17,33,2,2,2,1,2,0.7817,2,2,1.2774
17,34,2,2,1,0,2,0.8218,2,1,1.5096
17,35,1,2,1,0,2,0.7407,2,1,2.7085
17,36,1,2,2,1,2,0.8115,1,1,1.4993
17,37,2,2,1,0,2,0.8083,2,2,1.5601
17,38,1,2,2,1,2,0.6705,1,1,1.3583
17,39,1,2,1,0,2,0.7563,2,2,0.6121
17,40,2,1,1,1,1,0.9955,2,1,0.9153
17,41,1,2,1,0,2,0.7325,1,1,1.1002
17,42,2,2,2,1,2,1.2051,2,2,0.6769
17,43,1,2,2,1,2,0.4895,2,2,0.6653
17,44,1,1,1,1,1,0.9429,1,1,0.9267
17,45,2,2,1,0,2,0.9402,1,1,0.86
17,46,2,2,2,1,2,0.6881,1,1,0.736
17,47,2,1,1,1,1,0.8215,2,2,0.8693
17,48,2,1,1,1,1,0.7615,1,1,0.7452
17,49,2,2,2,1,2,0.7433,1,1,0.7271
17,50,1,1,2,0,1,0.6611,1,1,0.6449
17,51,1,2,2,1,2,0.6848,1,1,0.9247
17,52,2,2,2,1,2,0.7462,1,1,0.602
17,53,2,1,1,1,1,0.6772,1,1,0.661
17,54,1,1,2,0,1,0.6892,1,2,1.185
17,55,1,2,2,1,2,0.8595,2,2,1.8672
17,56,2,1,2,0,1,1.5913,1,1,0.8071
17,57,1,1,1,1,1,0.6352,1,1,1.451
17,58,2,2,2,1,2,0.7431,1,1,0.5349
17,59,1,2,1,0,2,0.6807,2,2,0.4726
17,60,2,2,1,0,2,0.6772,2,1,0.597
17,61,2,2,2,1,2,0.6678,2,2,0.8436
17,62,1,1,2,0,1,0.8233,2,2,0.615
17,63,1,1,1,1,1,0.7543,1,1,0.7381
17,64,2,2,1,0,2,0.5559,2,2,1.1156
17,65,2,1,1,1,1,0.6216,2,2,0.5414
17,66,1,1,2,0,1,0.6307,2,2,0.6785
17,67,1,1,1,1,1,0.5551,2,2,0.7309
17,68,1,1,2,0,1,0.9327,1,1,0.7885
17,69,2,2,1,0,2,0.7395,1,1,0.5953
17,70,1,1,2,0,1,0.6301,2,2,0.8058
17,71,1,2,1,0,2,0.6928,1,2,0.8686
17,72,2,1,2,0,1,0.7615,1,1,0.4893
17,73,2,1,2,0,1,0.7462,1,1,0.7299
17,74,2,1,2,0,1,0.6,2,7,7
17,75,2,1,2,0,1,0.5724,1,1,0.6202
17,76,1,1,2,0,1,0.5961,2,2,0.8359
17,77,1,2,2,1,2,1.3276,2,2,0.5434
17,78,1,2,2,1,2,0.8172,1,1,0.609
17,79,1,1,1,1,1,0.696,2,2,0.6158
17,80,1,1,1,1,1,0.6153,1,1,0.5991
17,81,1,1,2,0,1,0.767,2,2,0.5588
17,82,1,1,2,0,1,0.5531,1,1,0.4729
17,83,2,2,2,1,2,0.7533,2,2,0.7371
17,84,1,2,2,1,2,0.5667,2,2,0.7425
17,85,2,1,2,0,2,0.4963,2,1,2.4466
17,86,2,1,1,1,1,0.7746,2,1,0.7584
17,87,1,1,2,0,1,1.3567,2,2,0.7645
17,88,2,1,1,1,1,0.675,2,2,0.5948
17,89,1,1,2,0,1,0.7458,1,2,1.7536
17,90,1,2,2,1,2,0.7236,2,2,1.0913
17,91,2,1,1,1,1,0.6959,2,1,0.8717
17,92,1,2,1,0,2,0.5961,1,1,0.5799
17,93,1,2,1,0,2,0.5507,1,1,0.9184
17,94,2,1,1,1,1,0.676,1,1,0.7238
17,95,1,2,1,0,2,0.6814,1,2,1.4332
17,96,1,2,1,0,7,7,1,1,1.1768
17,97,2,2,1,0,2,1.0419,1,1,0.7058
17,98,2,1,2,0,1,0.8642,1,1,0.528
17,99,2,2,1,0,2,0.6334,2,2,0.7452
17,100,2,2,1,0,2,0.755,2,2,0.6748
17,101,1,2,1,0,2,0.6912,2,2,0.611
17,102,2,1,2,0,1,0.8664,2,2,0.9142
17,103,1,2,1,0,2,0.6195,1,1,0.6673
17,104,2,1,1,1,1,0.6838,2,2,0.9875
17,105,1,2,2,1,2,0.7672,2,2,0.559
17,106,2,1,2,0,1,0.6813,1,1,1.2411
17,107,1,1,2,0,1,0.681,1,1,0.6007
17,108,2,2,1,0,2,0.868,2,2,0.7878
17,109,1,2,2,1,2,0.7505,1,1,0.5423
17,110,1,2,1,0,2,0.5602,2,2,0.6719
17,111,2,2,2,1,2,0.5368,2,2,0.5846
17,112,2,1,2,0,1,0.6834,2,2,0.7312
17,113,1,1,1,1,1,0.6299,2,2,1.1257
17,114,2,1,2,0,1,0.7472,2,2,0.6031
17,115,1,1,1,1,1,0.7423,1,1,0.662
17,116,2,1,2,0,1,0.9345,2,2,1.6862
17,117,1,2,2,1,2,1.0108,1,1,0.8026
17,118,1,1,1,1,1,0.8816,2,2,0.6733
17,119,1,2,2,1,2,0.806,1,1,0.4057
17,120,2,1,2,0,1,0.681,2,2,0.8568
17,121,1,1,1,1,1,0.6327,2,2,0.5525
17,122,2,2,1,0,2,0.7389,1,1,0.7226
17,123,2,2,2,1,2,0.6802,2,2,0.664
17,124,2,1,2,0,2,0.5406,1,1,1.0359
17,125,2,2,2,1,2,0.8038,1,1,0.8516
17,126,1,1,1,1,1,1.0284,1,1,0.5002
17,127,2,1,2,0,1,0.7976,2,2,0.9094
17,128,2,2,1,0,2,0.7544,2,2,0.8662
17,129,2,2,2,1,2,0.9797,2,1,0.7075
17,130,1,2,2,1,2,0.5966,1,1,0.5804
17,131,2,1,1,1,1,0.7549,2,2,0.7387
17,132,2,2,2,1,2,0.8243,1,1,0.5521
17,133,2,2,2,1,2,0.8664,2,1,0.7861
17,134,1,1,1,1,1,0.7849,2,2,1.0887
17,135,1,1,1,1,1,1.1413,1,1,0.5491
17,136,1,2,2,1,2,0.8112,2,2,0.795
17,137,2,2,1,0,2,0.7459,1,1,0.7297
17,138,1,1,1,1,1,0.6925,2,2,1.6363
17,139,2,1,1,1,1,0.6121,1,1,1.0439
17,140,1,1,2,0,1,0.5558,1,1,0.5396
17,141,1,1,1,1,1,0.8252,2,2,0.5529
17,142,1,2,2,1,2,0.7511,1,1,0.4148
17,143,1,1,2,0,1,0.8181,2,2,0.5459
17,144,2,1,1,1,1,0.7439,2,2,0.7917
17,145,1,1,2,0,1,0.6905,2,2,0.7383
17,146,1,2,1,0,2,0.7481,2,2,0.4758
17,147,1,2,1,0,2,0.9887,1,1,0.9726
17,148,2,1,2,0,1,0.747,1,1,0.6028
17,149,1,2,1,0,2,0.6141,2,2,0.4699
17,150,1,2,1,0,2,0.6105,2,2,0.4023
17,151,1,1,1,1,1,0.654,2,2,0.5738
17,152,1,2,1,0,2,0.7601,1,1,0.8079
17,153,1,1,2,0,1,0.6949,2,2,0.4227
17,154,2,1,1,1,1,0.5582,2,2,1.054
17,155,1,2,2,1,2,0.7579,2,2,0.6136
17,156,1,1,1,1,1,0.7529,1,2,0.4807
17,157,2,1,1,1,1,0.5934,1,1,0.6411
17,158,1,2,2,1,2,0.9371,2,2,0.6009
17,159,1,2,2,1,2,0.6643,2,2,0.6481
17,160,2,2,2,1,2,0.6123,1,1,0.6601
17,161,1,1,2,0,1,1.0285,1,1,0.4363
17,162,2,1,1,1,1,0.7073,1,1,1.0751
17,163,1,2,2,1,2,0.6915,1,1,0.4833
17,164,2,2,1,0,2,0.8159,2,2,1.0557
17,165,1,1,2,0,1,0.6956,2,2,0.9994
17,166,1,1,2,0,1,0.6863,1,1,0.6701
17,167,1,1,2,0,1,0.6866,1,1,0.9903
17,168,2,1,2,0,1,0.7413,2,2,0.6611
17,169,1,2,2,1,2,0.7062,1,1,0.69
17,170,2,2,1,0,2,0.8108,1,2,1.2426
17,171,2,1,1,1,1,1.1401,1,1,0.9319
17,172,2,1,1,1,1,0.8462,2,2,0.766
17,173,2,1,2,0,1,0.6765,1,1,0.7243
17,174,1,2,1,0,2,0.9496,2,2,0.8054
17,175,2,2,1,0,2,0.7564,1,1,0.7402
17,176,2,2,1,0,2,1.006,1,2,0.7978
17,177,1,1,1,1,1,0.7325,1,2,1.8684
17,178,1,1,2,0,1,1.4364,1,1,0.5242
17,179,1,2,1,0,2,0.6936,1,1,0.9333
17,180,2,1,1,1,1,0.8072,1,1,0.9829
17,181,1,2,2,1,2,0.8097,2,2,0.5374
17,182,2,2,2,1,2,0.6362,1,1,0.876
17,183,2,2,2,1,2,0.6806,1,1,0.4724
17,184,2,2,1,0,2,0.8051,1,1,1.3009
17,185,2,1,1,1,1,0.8099,1,1,1.3057
17,186,1,1,2,0,1,1.3267,2,2,0.5425
17,187,1,1,2,0,1,1.2003,1,7,7
17,188,2,2,1,0,2,0.7107,2,2,0.6305
17,189,2,2,1,0,2,0.8219,1,1,0.6137
17,190,2,1,2,0,1,0.689,2,2,0.6727
17,191,2,2,2,1,2,0.6134,1,1,0.7252
17,192,2,1,2,0,1,0.6828,2,1,0.6025
18,1,1,1,1,1,1,0.6463,2,2,0.4381
18,2,2,1,1,1,1,0.6258,1,1,0.9296
18,3,2,2,1,0,2,0.9601,1,1,0.8159
18,4,2,1,2,0,1,0.9471,1,1,0.6749
18,5,2,2,2,1,2,0.8833,2,2,0.8031
18,6,1,2,1,0,2,0.8821,2,2,0.8019
18,7,1,2,2,1,2,0.8168,2,2,0.6726
18,8,1,2,2,1,2,0.945,2,2,0.6728
18,9,1,2,2,1,2,0.8172,1,1,0.737
18,10,2,1,1,1,1,0.7586,2,2,0.6144
18,11,1,2,1,0,2,0.8176,2,2,0.8014
18,12,2,1,2,0,1,0.8164,2,2,0.6082
18,13,2,2,1,0,2,0.8872,2,2,1.383
18,14,2,2,2,1,2,0.6294,2,2,1.2532
18,15,1,1,1,1,1,0.8851,1,2,1.8929
18,16,2,1,1,1,1,0.9894,2,1,1.1652
18,17,1,2,2,1,2,1.2355,2,2,0.7712
18,18,2,2,1,0,2,0.7458,1,1,1.6896
18,19,1,1,2,0,1,1.1944,1,1,0.8581
18,20,2,2,1,0,2,0.8665,2,2,0.9143
18,21,1,2,1,0,2,1.0323,1,1,0.5041
18,22,1,2,1,0,2,0.8132,1,1,0.669
18,23,2,1,1,1,1,0.9701,1,1,1.1459
18,24,2,2,2,1,2,0.7557,1,1,1.3155
18,25,1,1,1,1,1,0.9407,1,1,0.6045
18,26,2,1,1,1,1,0.8835,1,1,0.7393
18,27,2,2,2,1,2,1.0809,2,1,0.8727
18,28,1,1,1,1,1,0.7891,1,1,0.9649
18,29,1,1,2,0,1,0.8792,1,2,0.735
18,30,1,1,1,1,1,1.0015,2,2,0.7932
18,31,1,2,1,0,2,0.884,1,1,0.6758
18,32,2,2,2,1,2,0.8842,1,1,1.252
18,33,1,1,1,1,1,0.7936,1,1,0.6493
18,34,1,1,2,0,1,0.8173,2,2,0.5451
18,35,1,2,1,0,2,0.8071,1,1,0.7269
18,36,1,1,2,0,1,0.9405,1,1,0.6683
18,37,2,2,1,0,2,0.8127,2,2,0.7325
18,38,1,1,1,1,1,0.9461,1,1,0.8658
18,39,2,1,2,0,1,0.694,1,2,1.3178
18,40,2,1,1,1,1,0.7231,2,2,1.0909
18,41,2,1,1,1,1,0.9515,2,2,1.2553
18,42,2,1,2,0,1,0.7996,1,2,0.9114
18,43,1,1,1,1,1,0.6579,1,1,0.4497
18,44,2,1,2,0,1,0.8059,2,2,0.7257
18,45,2,1,2,0,1,0.695,1,2,0.8708
18,46,1,1,2,0,1,0.7872,2,2,0.579
18,47,1,2,1,0,2,0.8175,1,1,0.5453
18,48,2,1,1,1,1,0.8074,2,2,0.8552
18,49,2,2,1,0,2,0.7474,2,1,1.0511
18,50,2,1,1,1,1,0.9073,2,2,0.6351
18,51,2,1,1,1,1,0.803,1,1,1.1068
18,52,1,2,2,1,2,0.8681,2,2,0.7239
18,53,2,2,1,0,2,0.7455,1,1,0.7293
18,54,2,2,2,1,2,0.6868,2,2,0.7346
18,55,2,1,1,1,1,0.8202,1,1,0.804
18,56,1,1,2,0,1,0.8712,2,2,0.855
18,57,1,1,2,0,1,1.0672,2,2,0.6029
18,58,1,1,2,0,1,0.8062,1,1,0.9819
18,59,1,1,2,0,1,0.7734,2,2,0.8212
18,60,2,1,2,0,1,0.7604,2,1,0.5522
18,61,2,1,2,0,1,1.1063,1,1,0.898
18,62,1,2,1,0,2,0.8072,2,2,0.9189
18,63,2,1,2,0,1,0.7522,1,1,0.736
18,64,1,2,2,1,2,0.6818,1,1,0.5376
18,65,1,2,1,0,2,0.6972,1,1,0.4249
18,66,2,1,1,1,1,0.7289,1,1,0.5847
18,67,2,1,1,1,1,0.6717,2,2,0.5275
18,68,1,1,1,1,1,0.6851,1,1,1.1169
18,69,2,1,2,0,1,0.8142,2,1,0.734
18,70,1,1,2,0,1,1.0358,2,2,0.7636
18,71,2,2,2,1,2,0.7499,1,2,1.2456
18,72,2,1,2,0,1,0.8495,2,2,0.8973
18,73,2,1,2,0,1,0.7424,1,1,0.9822
18,74,2,2,1,0,2,0.7736,2,2,1.0774
18,75,1,2,2,1,2,0.874,1,1,0.6018
18,76,2,1,2,0,1,0.805,2,2,0.9168
18,77,2,2,2,1,2,0.6861,2,1,1.3099
18,78,1,1,1,1,1,0.791,2,2,0.5828
18,79,1,2,1,0,2,0.7573,1,1,0.8052
18,80,1,2,1,0,2,0.8893,1,1,0.937
18,81,1,1,1,1,1,0.8109,2,2,0.4747
18,82,1,1,1,1,1,0.9522,1,1,0.552
18,83,1,1,2,0,1,0.8141,1,1,0.6059
18,84,2,1,1,1,1,0.693,1,1,0.6127
18,85,1,2,2,1,2,0.6879,1,1,0.8637
18,86,2,1,1,1,1,0.8199,2,2,0.6756
18,87,2,2,2,1,2,0.773,2,2,0.6288
18,88,2,2,1,0,2,0.6805,1,1,0.9203
18,89,2,1,2,0,1,0.6138,2,2,0.9816
18,90,2,1,1,1,1,0.6164,2,2,0.8561
18,91,2,2,2,1,2,0.6961,1,1,0.6798
18,92,2,2,2,1,2,0.8243,1,1,0.68
18,93,1,1,2,0,1,1.0164,1,1,0.6162
18,94,1,2,2,1,2,0.8717,2,2,0.5355
18,95,2,2,2,1,2,0.774,2,2,0.8858
18,96,1,2,1,0,2,0.8067,2,2,0.9185
18,97,1,2,2,1,2,0.844,1,1,0.5078
18,98,1,2,2,1,2,0.8339,1,1,0.4337
18,99,2,1,2,0,1,0.8892,1,1,0.553
18,100,1,2,1,0,2,0.7393,1,1,0.4671
18,101,1,2,2,1,2,0.7593,2,2,0.551
18,102,1,1,2,0,1,0.8771,1,1,0.8609
18,103,1,1,2,0,1,0.9973,2,2,0.8531
18,104,1,1,1,1,1,0.6812,1,1,0.409
18,105,2,1,2,0,1,0.7483,2,2,1.2441
18,106,2,2,2,1,2,0.6604,2,1,0.6442
18,107,2,2,1,0,2,0.6039,1,1,0.7157
18,108,1,2,1,0,2,0.6968,1,1,0.5526
18,109,1,1,1,1,1,0.6867,1,1,0.9905
18,110,2,1,2,0,1,0.7061,2,2,1.2019
18,111,2,2,2,1,2,0.6771,1,1,0.5969
18,112,2,1,2,0,1,0.6368,1,1,0.6846
18,113,1,1,1,1,1,0.7415,1,1,0.4693
18,114,1,2,1,0,2,0.6739,2,7,7
18,115,2,2,2,1,2,0.6257,1,1,0.8014
18,116,2,1,1,1,1,0.7289,1,2,1.0327
18,117,1,2,1,0,2,0.5924,2,2,0.7682
18,118,1,2,1,0,2,0.6264,1,1,0.4822
18,119,1,2,1,0,2,0.5589,2,2,0.6067
18,120,1,2,2,1,2,0.7577,2,2,0.4855
18,121,1,1,1,1,1,0.8182,1,1,0.6099
18,122,1,2,2,1,2,0.5689,2,2,0.4887
18,123,2,1,2,0,1,0.7574,2,2,0.6132
18,124,2,2,2,1,2,0.6936,2,2,0.8694
18,125,1,1,1,1,1,0.7262,2,2,0.774
18,126,2,2,2,1,2,0.7368,1,1,0.5925
18,127,1,1,2,0,1,0.9238,1,1,0.5876
18,128,2,1,2,0,1,0.7386,2,2,0.6584
18,129,1,2,1,0,2,0.792,2,2,0.4557
18,130,1,1,2,0,1,0.6958,1,1,0.5515
18,131,2,2,1,0,2,0.6333,2,2,0.5531
18,132,2,2,1,0,2,0.6114,2,2,0.7233
18,133,1,1,1,1,1,0.6926,2,2,0.5483
18,134,1,2,2,1,2,0.6302,2,2,0.5499
18,135,1,2,2,1,2,0.748,2,2,0.5398
18,136,2,1,1,1,1,0.8659,1,1,0.6577
18,137,2,2,1,0,2,0.6741,1,1,0.6579
18,138,2,1,2,0,1,0.7383,1,1,0.9141
18,139,2,2,1,0,2,0.7474,1,1,0.7312
18,140,2,1,1,1,1,0.613,1,1,0.5968
18,141,1,2,2,1,2,0.7596,1,1,0.4873
18,142,2,1,1,1,1,0.756,2,2,0.8038
18,143,2,2,1,0,2,0.7548,2,2,0.7386
18,144,2,2,1,0,2,0.6321,2,2,0.7439
18,145,1,1,2,0,1,0.9458,2,2,0.6735
18,146,1,1,2,0,1,0.7539,2,2,0.9297
18,147,2,2,2,1,2,0.6756,1,1,0.6593
18,148,1,2,1,0,2,0.8677,2,2,0.4675
18,149,1,2,2,1,2,0.7126,1,1,0.6324
18,150,2,2,2,1,2,0.6202,1,1,0.7959
18,151,2,1,2,0,1,0.7638,1,1,0.5556
18,152,1,2,2,1,2,0.6897,2,2,0.6095
18,153,1,1,2,0,1,0.7487,1,1,0.9245
18,154,1,1,1,1,1,0.6939,2,2,0.6136
18,155,1,1,2,0,1,0.7529,2,2,0.6087
18,156,1,1,2,0,1,0.8877,2,2,0.6154
18,157,1,1,1,1,1,0.7547,2,2,0.6105
18,158,2,2,2,1,2,0.6217,2,2,0.6695
18,159,1,2,1,0,2,0.8308,2,2,0.6226
18,160,1,2,2,1,2,0.8664,1,1,0.4661
18,161,1,1,1,1,1,0.7981,2,2,0.5899
18,162,2,1,1,1,1,0.7748,1,1,0.6946
18,163,2,2,1,0,2,0.7919,1,1,0.7117
18,164,2,2,1,0,2,0.8208,1,1,0.5486
18,165,1,2,2,1,2,1.1425,1,1,0.4863
18,166,2,2,1,0,2,0.7432,1,1,0.727
18,167,1,1,1,1,1,0.7603,2,2,0.5521
18,168,1,1,1,1,1,0.8781,2,2,0.6059
18,169,2,2,1,0,2,0.7569,2,2,0.8047
18,170,2,1,1,1,1,0.6969,1,1,0.8726
18,171,2,2,1,0,2,0.7295,2,1,1.4173
18,172,2,2,2,1,2,0.7543,1,1,0.8021
18,173,2,1,1,1,1,0.6942,2,2,0.678
18,174,1,1,2,0,1,0.7349,2,2,0.5267
18,175,1,1,2,0,1,0.8241,1,1,0.5519
18,176,2,2,2,1,2,0.7382,2,2,0.5939
18,177,2,2,2,1,2,0.8207,1,1,0.8045
18,178,2,2,1,0,2,0.6275,2,1,0.6113
18,179,1,1,1,1,1,0.7865,2,2,0.5143
18,180,2,1,2,0,1,0.8875,2,2,0.7432
18,181,1,2,2,1,2,0.6655,1,1,0.6493
18,182,2,2,2,1,2,0.6945,2,2,0.5502
18,183,1,1,2,0,1,0.8123,1,1,0.6681
18,184,2,2,1,0,2,0.6205,1,1,0.6043
18,185,1,2,1,0,2,0.6795,2,2,0.4713
18,186,1,2,1,0,2,0.74,2,2,0.7238
18,187,1,2,1,0,2,0.8851,1,1,0.4209
18,188,1,2,2,1,2,0.8241,1,1,0.4239
18,189,2,1,2,0,1,0.6874,1,1,1.4392
18,190,1,2,2,1,2,0.7549,2,2,1.1226
18,191,2,1,1,1,1,0.8199,2,1,0.8037
18,192,2,2,1,0,2,0.6627,1,1,0.5825
19,1,1,1,2,0,1,1.0553,2,2,1.231
19,2,1,1,2,0,1,0.8652,2,2,0.721
19,3,2,2,1,0,2,0.8824,2,1,0.6741
19,4,1,2,2,1,2,0.7906,1,1,0.5184
19,5,1,2,2,1,2,0.8157,1,1,0.9275
19,6,1,2,1,0,2,1.3368,1,1,0.7446
19,7,2,1,2,0,1,0.7545,2,2,0.8662
19,8,1,2,1,0,2,0.7113,1,1,0.6311
19,9,2,2,2,1,2,0.8226,2,2,0.6144
19,10,2,2,2,1,2,1.4576,1,1,0.9934
19,11,2,2,1,0,2,1.0761,2,2,0.9319
19,12,2,1,2,0,1,0.9455,1,1,1.3132
19,13,2,2,1,0,2,0.8341,2,1,0.7538
19,14,1,1,2,0,1,0.8401,2,2,0.6319
19,15,2,2,1,0,2,0.8874,2,1,0.8712
19,16,1,2,2,1,2,0.8045,2,2,0.5963
19,17,1,1,2,0,1,0.8231,2,2,0.7429
19,18,2,1,1,1,1,0.9447,2,1,0.9925
19,19,1,1,2,0,1,0.931,1,2,1.4268
19,20,1,2,1,0,1,1.3779,1,7,7
19,21,1,1,1,1,2,1.434,2,2,0.9827
19,22,2,2,2,1,2,0.8147,2,1,0.9264
19,23,2,1,2,0,1,0.7958,1,1,0.5876
19,24,2,2,2,1,2,0.8143,2,2,1.1181
19,25,1,1,2,0,1,0.7514,1,1,0.4152
19,26,2,2,2,1,2,0.8825,1,1,0.8662
19,27,2,2,1,0,2,0.8224,2,1,0.6782
19,28,1,2,2,1,2,0.6667,2,2,0.7784
19,29,2,2,2,1,2,0.881,1,2,1.4408
19,30,1,2,2,1,2,0.9373,1,1,0.7291
19,31,1,2,2,1,2,0.8787,2,2,0.5425
19,32,1,1,2,0,1,0.7692,2,2,0.497
19,33,2,1,1,1,1,0.5817,1,1,0.3095
19,34,1,1,2,0,1,0.6907,2,2,0.4825
19,35,1,1,2,0,1,0.7511,1,1,0.4789
19,36,1,1,1,1,1,0.6431,2,2,0.8829
19,37,2,2,1,0,2,0.7515,1,2,0.9913
19,38,1,1,1,1,1,1.4183,2,2,1.6581
19,39,2,2,2,1,2,0.8311,2,2,0.6229
19,40,1,2,1,0,2,0.7503,1,1,0.7341
19,41,1,1,1,1,1,0.6565,2,2,0.5122
19,42,2,2,1,0,2,0.7691,2,1,0.6249
19,43,2,1,1,1,1,0.6722,2,1,0.7839
19,44,1,1,1,1,1,0.7945,1,1,0.5862
19,45,2,2,2,1,2,0.685,2,2,0.9248
19,46,2,1,1,1,1,0.6824,1,1,0.6661
19,47,2,2,2,1,2,0.7583,1,1,0.6781
19,48,1,1,1,1,1,0.7063,2,2,0.4981
19,49,2,1,2,0,2,0.9587,2,1,0.6582
19,50,2,1,2,0,1,0.9784,2,2,0.7702
19,51,2,2,1,0,2,0.8204,2,1,0.8682
19,52,2,1,2,0,1,0.7846,2,2,1.0884
19,53,2,2,1,0,2,0.8093,1,1,0.793
19,54,2,2,1,0,2,0.68,1,2,1.3678
19,55,2,2,2,1,2,0.7754,1,1,0.9512
19,56,2,2,1,0,2,1.081,1,1,0.7448
19,57,2,2,1,0,2,0.8826,1,1,0.9944
19,58,1,1,1,1,1,0.897,2,2,0.4967
19,59,1,1,2,0,1,0.8058,2,2,0.4696
19,60,1,2,1,0,2,0.8545,2,2,0.5183
19,61,2,1,2,0,1,0.6759,1,1,1.2997
19,62,1,1,1,1,1,0.6807,1,1,0.7925
19,63,1,1,2,0,1,0.6273,1,1,0.4831
19,64,2,2,1,0,2,0.6877,1,1,0.6075
19,65,2,2,1,0,2,1.2916,2,1,0.5073
19,66,1,1,2,0,1,0.6605,2,1,1.9883
19,67,1,2,1,0,2,0.6848,1,1,1.2445
19,68,1,2,2,1,2,0.8411,2,2,0.6329
19,69,2,1,1,1,1,0.8127,2,1,0.8604
19,70,2,2,1,0,1,0.9166,1,1,0.5873
19,71,2,2,2,1,2,1.0989,1,1,0.6346
19,72,1,1,2,0,1,0.7503,2,2,0.4141
19,73,2,1,1,1,1,0.6894,1,1,0.6732
19,74,2,2,2,1,2,0.6895,2,2,0.4813
19,75,2,1,2,0,1,0.7029,2,1,0.6867
19,76,2,1,2,0,1,0.6634,2,1,1.1592
19,77,2,1,1,1,1,0.7292,1,1,0.585
19,78,1,2,1,0,2,0.7713,1,1,0.8831
19,79,2,2,1,0,2,0.7517,2,1,0.8635
19,80,1,2,2,1,2,0.8557,1,1,0.5834
19,81,1,2,2,1,2,0.886,2,2,0.8058
19,82,2,1,1,1,1,0.7567,2,2,0.8045
19,83,2,2,2,1,2,0.732,2,2,0.6518
19,84,2,1,2,0,1,0.616,2,1,1.0478
19,85,1,1,1,1,1,0.6597,1,1,1.2834
19,86,1,1,2,0,1,0.752,2,2,0.9918
19,87,1,1,1,1,1,0.6265,1,1,0.4823
19,88,1,2,2,1,2,0.751,2,2,1.1188
19,89,1,1,2,0,1,0.7521,1,1,0.4798
19,90,1,1,2,0,1,0.7603,2,2,0.4881
19,91,2,2,2,1,2,0.809,2,2,1.2408
19,92,1,2,1,0,2,0.9013,2,1,0.5011
19,93,2,2,2,1,2,0.858,1,2,0.9698
19,94,1,2,1,0,2,0.8114,1,2,0.7951
19,95,2,2,2,1,2,0.7939,2,1,0.8417
19,96,1,2,1,0,2,0.8052,1,1,0.789
19,97,2,1,2,0,1,0.6475,2,2,0.8873
19,98,2,2,2,1,7,7,1,7,7
19,99,2,1,2,0,1,0.6326,1,2,0.9364
19,100,1,2,2,1,2,0.9742,2,2,1.022
19,101,1,2,2,1,2,0.709,2,2,0.5647
19,102,2,1,1,1,1,0.7511,1,1,0.7348
19,103,1,1,1,1,1,0.8204,2,2,0.8042
19,104,1,2,2,1,2,0.6912,1,1,1.123
19,105,2,1,1,1,1,0.6923,2,1,0.6761
19,106,2,1,2,0,1,0.7167,1,1,0.5725
19,107,2,2,2,1,2,0.7588,1,1,0.7426
19,108,1,1,2,0,1,0.6884,2,2,0.6082
19,109,2,2,1,0,2,0.6952,1,1,0.551
19,110,1,1,1,1,1,0.6969,2,2,0.4246
19,111,2,1,1,1,1,0.6359,2,1,1.2597
19,112,1,2,1,0,2,0.7121,2,2,0.6958
19,113,2,1,2,0,1,0.8167,1,1,0.6085
19,114,2,1,2,0,1,0.6955,1,1,0.6793
19,115,1,2,1,0,2,0.7126,2,2,0.4404
19,116,2,1,2,0,1,0.6686,1,1,1.2284
19,117,1,2,1,0,2,0.872,2,2,0.5998
19,118,2,2,2,1,2,0.6751,2,1,0.9149
19,119,1,1,1,1,1,0.54,1,1,0.7798
19,120,1,2,2,1,2,0.7543,1,1,0.6741
